Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,age_range
17,1,0,1,1,4,0,0,1,1,2,1,1,2,4,2,2,1,1,1,0,2,1,2
16,1,0,0,0,1,3,0,1,0,0,1,0,0,4,0,1,2,2,1,1,2,0,2
20,1,0,1,1,4,1,1,0,2,2,1,2,2,4,1,1,2,2,2,2,0,0,2
16,1,0,0,0,4,1,0,1,0,0,1,1,0,0,2,1,1,0,1,0,0,0,2
21,1,0,1,1,4,4,1,1,1,2,1,1,2,2,1,1,1,2,0,2,2,0,2
26,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,1,0,0,1,1,0,0,2
22,1,0,0,0,0,5,0,0,2,2,2,2,2,0,0,1,0,2,1,1,0,0,2
15,0,1,0,0,1,0,1,1,1,2,0,0,2,2,0,1,0,1,1,1,2,0,2
6,0,0,1,0,4,5,0,0,2,2,1,0,0,1,2,0,1,1,1,1,1,1,1
20,0,0,1,0,4,2,1,1,0,1,0,0,0,0,1,1,1,2,1,1,0,0,2
13,1,0,0,0,4,5,0,1,2,1,2,2,2,0,2,0,1,1,1,0,2,0,2
5,1,0,0,0,0,1,0,1,0,1,1,1,2,4,0,1,1,2,0,2,0,0,1
8,0,0,0,0,0,4,0,1,0,1,1,1,0,2,1,1,2,2,1,0,2,0,1
28,2,0,0,1,2,5,0,0,2,2,2,2,0,0,2,1,1,1,1,1,1,1,2
12,1,0,1,1,4,2,1,1,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1
7,1,0,0,0,3,2,1,1,0,0,1,1,0,2,2,1,1,1,1,2,0,1,1
1,1,0,0,0,1,2,1,1,0,0,1,1,0,2,1,1,1,1,1,0,1,0,0
12,0,0,1,1,4,3,0,0,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1
14,1,0,0,0,1,4,0,1,2,2,2,2,0,2,1,1,2,2,1,0,2,0,2
14,1,0,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2
19,1,0,1,0,4,2,1,1,0,0,1,1,0,2,0,1,1,1,1,0,1,0,2
24,1,0,1,1,4,4,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2
7,0,0,0,0,1,5,0,1,2,2,2,2,0,0,0,1,1,2,0,1,2,0,1
1,1,0,0,0,4,0,0,1,0,1,1,1,0,0,1,1,1,2,0,0,0,0,0
22,0,0,1,0,1,1,1,1,2,2,2,1,0,0,2,2,0,0,1,1,0,0,2
16,1,0,0,0,0,5,0,0,2,1,2,0,0,0,0,0,1,2,1,1,0,0,2
8,1,0,1,0,0,4,0,1,0,1,1,1,0,0,1,1,1,2,1,1,2,0,1
13,1,0,1,1,3,4,0,1,0,1,0,0,2,0,1,1,2,2,0,0,2,0,2
22,1,0,1,0,4,5,1,0,2,1,2,0,0,0,2,0,1,1,1,0,1,0,2
13,0,0,1,1,2,2,0,1,1,0,1,1,1,3,2,1,0,0,1,2,1,1,2
18,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2
17,1,0,1,0,4,4,1,1,1,2,1,1,0,0,0,1,0,1,1,1,0,0,2
8,1,0,1,1,4,2,1,1,1,0,1,1,2,0,1,1,2,2,1,0,2,0,1
26,1,0,0,0,0,5,1,0,0,0,0,0,2,0,2,1,1,0,1,1,1,0,2
16,0,0,0,0,4,0,0,1,1,1,1,1,0,4,1,1,1,2,1,0,2,0,2
17,1,0,0,0,0,4,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,2
10,0,0,1,1,4,2,1,1,0,0,1,1,0,2,2,1,1,1,1,0,1,0,1
15,1,0,0,0,0,4,1,1,2,0,0,2,2,0,1,1,1,2,1,1,2,0,2
22,1,0,1,1,4,5,1,1,2,2,1,2,0,0,2,1,0,0,1,0,0,0,2
8,1,0,0,1,4,4,0,1,2,2,1,1,2,0,0,1,1,0,1,0,0,0,1
11,0,0,0,1,2,5,0,0,2,2,1,1,0,0,0,1,1,0,1,2,1,1,1
8,0,0,1,1,4,1,0,1,2,1,1,1,2,0,0,1,1,0,1,0,0,0,1
15,1,0,1,1,4,4,0,1,1,1,1,1,0,2,1,1,1,2,1,1,0,0,2
10,1,0,1,0,4,1,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,1
23,1,1,0,1,2,0,1,0,1,2,2,2,2,3,1,1,1,1,1,1,2,1,2
21,1,1,1,1,4,0,1,1,1,2,2,2,2,1,1,1,2,2,1,0,2,1,2
8,0,0,1,1,4,5,0,1,2,2,1,1,0,0,1,1,1,2,1,0,1,1,1
5,0,0,1,0,4,2,0,0,1,0,1,1,0,1,2,1,0,1,1,0,1,0,1
17,1,0,1,1,2,5,0,1,0,1,1,1,2,4,1,1,1,1,1,0,1,0,2
18,1,0,0,0,1,0,1,1,0,1,0,0,0,4,1,1,1,1,1,1,0,0,2
24,1,0,0,0,3,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2
21,1,0,1,1,4,3,0,1,2,2,1,0,2,4,1,1,1,2,1,1,2,0,2
9,1,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1
15,1,1,0,0,1,4,1,1,0,0,1,1,1,4,0,1,1,2,1,0,2,0,2
13,1,0,1,1,2,5,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,2
10,0,0,0,1,3,4,0,1,2,2,0,2,2,4,1,1,1,1,1,2,0,0,1
11,0,0,0,1,2,5,1,0,2,0,1,1,0,2,1,1,1,2,0,0,0,0,1
9,1,0,0,1,4,1,0,1,0,1,1,1,2,3,0,1,1,0,1,0,1,0,1
26,1,1,0,0,1,0,1,1,0,0,1,1,2,1,1,1,0,0,1,1,0,0,2
7,1,0,0,1,2,4,1,1,0,0,1,1,0,2,0,1,1,0,1,0,0,0,1
6,1,0,1,1,4,4,0,1,1,0,1,1,0,2,0,1,2,2,1,1,0,0,1
7,1,0,1,1,2,4,0,0,0,0,1,1,2,0,1,1,1,2,1,0,1,1,1
16,1,0,0,0,1,4,1,1,2,1,0,0,0,2,0,0,0,1,1,0,0,0,2
8,1,0,0,0,1,5,0,0,2,2,1,0,0,1,0,1,0,2,1,1,0,0,1
30,1,0,0,0,1,2,0,0,2,2,2,2,2,0,0,1,1,2,1,0,0,0,2
16,1,0,0,0,0,2,1,1,1,0,1,1,0,3,2,0,1,0,1,0,1,0,2
21,0,0,0,1,4,4,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,2
25,1,0,0,0,4,5,1,1,2,1,1,2,0,0,0,1,0,0,1,1,0,0,2
23,1,0,0,0,3,5,0,1,2,2,2,2,0,0,0,0,1,0,1,1,2,1,2
7,1,0,0,0,1,5,0,0,0,0,1,1,0,0,1,1,1,2,1,1,0,0,1
13,1,0,0,1,4,1,0,1,2,2,1,1,0,2,0,1,1,0,1,0,1,0,2
22,1,0,1,1,4,5,0,1,2,2,2,2,2,0,2,2,0,0,1,0,1,1,2
25,1,1,1,1,4,0,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,2
9,0,0,1,1,2,5,0,1,2,2,2,2,2,3,0,1,2,1,1,0,1,1,1
19,0,0,1,1,4,2,1,1,2,2,1,0,0,0,2,0,0,0,1,0,0,0,2
14,1,1,0,1,4,0,0,1,1,0,1,1,2,3,0,1,1,2,1,0,1,0,2
7,1,0,1,1,2,0,0,1,1,2,1,1,2,4,0,1,2,2,1,0,1,0,1
11,1,0,1,1,2,0,0,1,0,1,0,2,0,3,1,0,2,2,0,1,2,0,1
12,0,0,1,1,2,5,0,0,2,0,1,1,0,1,2,1,0,0,1,0,1,0,1
16,0,0,1,1,2,2,0,0,0,0,2,0,0,2,1,1,1,1,1,1,2,0,2
14,1,0,1,1,4,0,0,0,2,2,2,2,2,2,0,0,1,1,1,0,1,0,2
19,1,0,0,0,0,4,0,1,0,0,1,1,2,4,1,1,2,2,0,0,2,0,2
23,1,0,0,1,4,5,0,1,0,0,1,1,0,1,1,1,2,2,1,1,2,0,2
20,1,0,1,0,1,5,0,0,2,1,2,2,0,0,2,0,1,0,1,1,1,0,2
14,1,0,0,1,4,2,0,1,2,2,2,0,2,0,1,1,1,2,1,0,0,0,2
10,0,0,1,1,4,1,0,1,2,2,0,0,0,0,0,1,1,1,1,1,2,0,1
13,1,1,0,0,1,0,1,1,1,2,1,1,2,4,1,1,1,1,1,0,2,0,2
25,1,0,1,0,1,1,0,0,2,2,1,0,0,2,0,1,1,1,1,0,1,0,2
14,1,0,1,1,2,1,0,1,1,2,1,1,0,3,2,1,2,2,1,2,1,0,2
7,1,0,0,1,4,5,0,1,2,2,2,0,2,0,2,1,0,0,1,1,2,0,1
19,1,0,0,1,4,1,0,1,2,0,1,2,2,4,1,1,0,2,1,1,2,0,2
18,1,1,0,1,4,0,0,0,1,2,1,1,1,3,1,1,0,0,1,1,1,1,2
6,1,0,1,1,3,4,1,1,0,0,1,1,0,4,1,1,2,2,0,2,2,0,1
22,1,0,1,1,4,5,0,1,2,1,2,0,0,1,0,1,1,1,1,0,0,1,2
11,1,0,0,0,0,5,0,0,0,1,2,0,2,2,1,1,1,2,1,0,2,0,1
25,1,0,0,0,1,3,0,1,0,0,1,0,0,0,1,1,2,1,1,1,2,0,2
11,1,0,0,0,0,4,1,1,2,1,1,2,0,0,0,1,1,2,0,2,0,0,1
8,1,0,1,0,4,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1
15,0,1,1,1,2,0,1,1,1,2,1,1,1,3,2,2,0,0,1,0,1,1,2
17,0,0,1,0,4,4,1,1,0,0,1,1,0,2,1,1,2,1,1,1,2,0,2
27,1,0,0,0,1,4,1,1,2,0,1,1,0,0,2,0,1,0,1,0,0,0,2
7,1,0,0,1,3,4,1,1,1,2,1,0,0,2,0,1,0,1,1,0,0,0,1
32,1,1,0,1,4,2,1,1,1,0,1,1,0,0,0,0,1,2,1,1,0,0,2
8,1,0,1,1,3,2,0,1,1,0,0,0,0,4,1,1,2,2,0,2,2,0,1
15,0,0,0,1,2,5,0,1,2,2,0,0,0,0,2,1,0,0,1,0,0,0,2
12,1,0,0,0,2,4,0,1,1,0,1,1,1,4,0,0,1,1,0,0,0,0,1
15,1,0,1,1,4,4,1,1,2,2,1,0,2,4,1,1,1,2,0,0,2,0,2
11,1,0,0,1,2,4,0,1,2,0,1,1,2,2,0,0,2,1,1,2,1,0,1
19,1,0,0,0,0,4,1,1,1,1,1,1,0,0,0,1,1,0,0,2,0,0,2
7,1,0,1,1,4,0,1,1,0,0,0,0,0,4,1,1,2,2,0,2,0,0,1
22,1,0,0,0,0,5,0,0,2,1,0,0,0,2,0,1,1,1,1,0,0,0,2
6,1,0,0,0,4,2,0,1,2,2,1,1,2,0,0,1,0,0,1,0,0,1,1
22,1,0,0,1,1,1,0,1,0,1,1,0,0,4,0,1,2,1,1,0,0,0,2
28,1,0,1,1,4,4,0,1,0,2,1,0,0,0,2,0,0,1,1,0,0,0,2
20,1,0,1,1,3,5,0,0,2,2,2,2,2,2,2,1,0,2,1,2,0,0,2
16,1,0,0,0,1,0,1,1,1,2,1,1,0,0,2,2,0,0,1,1,0,0,2
14,1,1,0,1,3,0,0,1,1,2,2,2,2,4,1,1,1,2,1,2,1,1,2
26,1,0,0,1,4,5,0,0,1,0,1,2,0,0,0,1,1,1,1,1,1,0,2
15,0,0,0,1,1,1,0,1,0,1,1,0,0,4,0,1,1,1,1,0,1,0,2
27,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2
17,1,0,0,0,0,4,0,1,0,1,0,0,2,0,1,1,0,0,1,1,2,0,2
8,1,1,1,1,2,0,0,1,1,0,1,1,0,0,0,1,2,2,0,2,1,1,1
2,0,0,0,1,4,2,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
19,1,0,1,0,4,4,0,1,1,0,1,1,2,2,0,1,1,2,1,0,2,0,2
10,1,0,0,0,0,5,0,0,2,0,1,1,2,2,0,1,0,0,1,2,1,0,1
24,0,0,1,1,4,2,0,0,2,2,1,1,0,0,2,1,1,1,1,2,1,0,2
14,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,2
18,0,0,1,1,3,5,1,1,2,2,1,1,2,2,0,0,1,0,1,1,0,0,2
9,1,0,0,0,3,2,0,1,1,2,1,2,1,1,2,1,0,0,1,0,1,1,1
9,1,0,0,0,3,2,0,1,1,2,1,2,1,1,2,1,0,0,1,0,1,1,1
9,1,0,0,1,4,5,0,0,1,0,1,1,2,2,0,1,2,2,0,0,1,0,1
7,1,0,1,1,4,2,1,1,1,0,1,1,2,4,1,1,1,2,1,0,2,0,1
23,1,0,1,0,0,4,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,2
5,1,0,1,1,4,4,0,1,0,1,1,1,0,2,0,1,0,0,1,1,0,0,1
3,1,0,0,1,4,5,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
8,1,0,0,1,2,2,0,1,1,2,1,1,2,3,1,1,2,2,2,2,0,0,1
11,1,0,0,0,3,5,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1
10,1,0,0,0,4,5,0,0,1,0,1,1,0,2,2,0,0,0,1,1,0,1,1
9,0,0,1,0,0,5,0,0,1,2,1,1,2,0,0,1,0,0,1,2,2,0,1
5,1,0,0,0,1,5,0,0,1,2,2,2,2,1,1,1,2,2,1,2,2,0,1
8,0,0,1,0,4,2,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
20,1,0,1,1,4,0,0,1,1,1,0,0,0,4,1,1,1,2,0,2,0,0,2
21,1,0,1,1,4,5,0,0,1,0,1,1,2,4,0,0,1,2,0,0,2,0,2
17,1,0,1,1,2,5,0,0,2,2,1,2,0,2,2,1,0,1,1,2,0,0,2
14,1,0,0,0,3,4,0,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,2
14,1,0,0,1,4,5,0,1,2,2,2,2,2,1,0,0,1,1,1,1,0,1,2
8,1,0,0,0,1,4,0,1,1,0,1,1,0,0,2,0,1,0,1,0,0,0,1
20,1,0,1,1,3,1,0,1,0,1,1,0,0,0,1,1,2,2,1,0,1,0,2
16,0,0,1,0,3,2,0,0,2,2,2,2,2,4,1,1,1,2,0,0,2,0,2
21,1,0,1,1,2,2,0,0,0,1,1,1,0,2,2,1,1,1,1,0,0,0,2
14,1,1,0,0,1,4,1,1,0,1,1,1,0,4,1,1,2,2,0,0,2,0,2
19,1,1,0,0,1,0,1,1,0,1,0,0,0,4,2,2,1,1,1,1,0,0,2
13,1,0,1,1,1,4,0,1,0,1,1,0,0,2,1,1,1,1,1,1,0,0,2
12,1,0,1,1,3,4,0,1,1,2,1,1,0,0,1,1,0,0,1,1,0,0,1
33,1,0,0,0,1,5,1,1,0,0,1,0,0,0,2,1,0,0,1,1,1,0,2
11,1,0,0,1,4,2,0,1,2,2,1,1,0,0,2,1,1,1,1,0,0,0,1
13,1,0,0,0,1,1,0,1,2,0,1,2,0,0,0,2,1,0,1,1,2,0,2
13,1,0,0,0,0,2,0,1,0,1,1,1,0,0,2,2,0,0,1,1,0,0,2
8,1,0,1,1,4,4,1,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,1
28,0,0,0,1,2,1,1,0,2,2,1,1,2,0,0,1,1,1,1,0,1,0,2
14,1,0,1,0,4,5,0,1,2,0,2,0,0,0,0,1,2,2,1,1,0,0,2
11,1,0,1,1,4,2,0,0,2,2,2,2,0,0,0,1,1,0,1,0,0,0,1
16,1,0,0,0,1,5,1,1,0,1,1,1,0,0,0,1,1,1,1,2,0,0,2
8,1,0,0,0,2,4,0,1,1,0,1,1,1,3,2,1,0,0,1,0,2,0,1
14,0,0,0,1,4,5,0,1,2,2,1,0,0,0,0,1,1,0,1,1,1,0,2
11,1,0,0,0,0,5,0,1,0,1,1,1,0,0,0,1,1,2,0,2,1,0,1
12,1,0,0,0,0,5,0,0,2,0,2,2,0,0,2,0,0,0,1,1,0,0,1
22,0,0,1,1,4,2,0,1,2,2,1,2,2,2,1,1,2,2,1,0,2,1,2
5,1,0,0,1,4,0,0,1,1,0,1,1,0,3,0,1,2,2,2,2,1,1,1
2,1,0,0,0,3,2,0,0,1,0,1,1,0,3,2,2,1,0,1,0,1,0,0
20,1,0,1,0,0,4,0,1,0,0,1,1,0,1,1,1,1,2,1,1,0,1,2
8,0,0,1,1,3,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1
11,1,0,0,0,1,2,0,1,1,0,1,0,0,0,1,1,1,2,1,2,1,1,1
22,1,1,0,0,4,0,1,1,1,2,1,1,0,2,1,1,1,1,0,0,0,0,2
7,0,0,0,1,4,2,1,1,1,0,1,1,0,0,0,0,2,1,0,1,1,0,1
14,0,0,0,1,4,2,0,1,2,2,1,1,2,0,0,0,1,0,1,1,1,0,2
20,1,0,1,1,4,5,0,0,2,2,2,2,2,0,0,1,1,0,1,0,1,1,2
44,0,0,1,1,1,3,1,0,2,1,0,2,0,2,0,0,1,2,1,1,0,1,3
17,0,0,1,1,4,0,1,1,1,0,1,1,2,0,0,0,1,1,1,1,2,0,2
10,0,0,0,1,2,4,0,1,1,2,1,1,0,3,2,0,1,1,1,1,0,0,1
9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,1,2,0,1
37,0,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2
20,1,0,1,1,4,2,1,1,2,0,1,1,0,0,0,1,1,1,1,1,0,0,2
13,0,0,0,0,0,2,0,1,0,1,1,1,2,4,0,1,1,1,1,1,0,0,2
22,1,0,1,1,4,4,0,1,2,2,1,1,2,0,0,1,1,0,1,1,2,0,2
26,1,0,1,1,4,1,0,1,2,2,1,2,2,0,0,1,1,1,1,1,0,0,2
16,1,0,1,0,4,5,0,1,2,1,2,2,2,0,0,1,0,0,1,0,0,0,2
19,1,0,0,0,1,2,1,1,0,0,1,1,0,2,1,1,1,2,1,2,0,0,2
20,1,0,0,0,1,2,0,1,0,1,0,0,2,0,1,1,1,2,2,0,1,0,2
9,1,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,1,2,2,2,0,0,1
16,0,0,0,1,4,3,0,0,2,2,2,1,2,0,2,2,1,1,1,1,2,0,2
17,0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,2
16,1,0,0,1,2,4,0,1,1,0,1,1,0,1,2,0,1,2,1,0,1,0,2
14,1,0,0,1,2,2,1,1,2,1,1,0,0,3,2,0,1,0,1,1,0,0,2
7,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,1,0,0,1
10,1,0,0,1,2,1,1,1,1,2,1,1,0,0,2,1,0,0,1,0,1,0,1
10,0,0,0,1,3,4,0,1,2,0,1,1,0,2,2,2,1,0,1,1,1,1,1
13,1,1,0,1,0,0,0,1,1,2,1,1,1,0,1,1,2,2,1,0,0,0,2
6,1,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,1,2,1,0,0,0,1
16,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,2,1,1,0,0,2
14,1,0,0,1,4,4,0,1,1,0,1,1,0,2,1,1,1,2,1,0,0,0,2
16,1,0,1,0,2,2,1,0,0,1,1,1,0,2,0,1,1,2,0,2,2,0,2
5,1,0,0,1,4,0,0,1,1,2,1,1,1,4,0,0,1,2,1,1,1,0,1
15,1,0,1,0,2,1,0,1,1,2,1,1,0,2,1,1,1,2,0,0,0,1,2
11,1,0,1,1,4,2,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1
6,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
27,1,0,0,0,1,5,1,1,0,1,1,1,0,0,2,1,2,1,1,1,1,1,2
16,0,0,0,1,4,5,0,0,1,2,1,2,2,1,0,0,1,2,1,0,1,1,2
13,1,0,0,0,4,5,0,1,0,0,1,1,0,3,2,2,1,0,1,0,1,1,2
15,1,0,0,1,2,2,1,1,2,2,1,1,2,0,0,1,1,0,1,0,0,0,2
10,1,0,0,0,0,4,0,1,1,1,1,1,0,2,0,0,1,1,1,1,0,0,1
9,1,0,0,0,3,5,1,0,0,1,1,2,0,0,1,1,1,2,1,1,0,0,1
24,1,0,0,0,1,2,0,1,1,2,1,1,1,1,2,2,1,1,1,1,1,0,2
10,1,0,0,0,0,4,0,1,1,1,1,1,0,2,0,0,1,1,1,1,0,0,1
20,1,0,0,1,4,5,1,1,2,0,2,2,2,4,1,1,2,2,1,1,0,0,2
28,1,0,1,1,2,2,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,2
28,1,0,1,1,4,1,1,1,0,1,0,0,0,0,1,1,1,2,2,2,0,0,2
23,0,1,0,1,3,0,1,1,0,2,0,2,1,2,1,1,2,2,2,2,2,0,2
5,1,0,0,0,1,2,0,1,0,0,1,1,0,2,0,1,1,1,1,0,2,1,1
6,1,0,1,1,4,5,0,1,2,2,1,2,0,2,0,1,1,0,1,0,2,1,1
5,0,0,0,1,3,2,0,1,1,2,2,1,0,0,1,1,2,1,1,0,0,0,1
21,1,0,0,0,0,5,0,0,2,1,2,0,0,2,0,0,0,1,1,1,2,0,2
14,0,0,1,0,1,5,0,1,2,2,0,2,2,0,0,1,1,1,1,1,0,0,2
7,1,0,1,1,4,2,0,1,0,2,1,1,0,2,2,1,1,1,1,0,0,0,1
21,1,0,0,0,0,4,1,1,1,0,1,1,2,0,2,1,0,0,1,1,0,0,2
5,0,0,1,1,4,4,0,1,1,2,1,2,2,4,1,1,2,2,0,0,2,0,1
6,1,1,0,1,4,4,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1
7,1,0,1,1,4,5,0,0,2,2,2,2,2,4,1,1,2,2,2,2,2,0,1
5,1,0,0,1,3,4,0,1,1,2,1,1,0,0,1,1,2,2,1,0,0,0,1
6,2,0,0,1,4,4,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1
5,1,0,0,1,2,2,0,1,2,2,2,0,0,0,0,1,2,1,1,1,0,0,1
40,1,0,0,1,2,5,1,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2
10,1,0,0,0,4,2,0,1,1,2,1,1,2,0,2,0,0,0,1,1,1,1,1
10,1,0,1,1,2,5,0,0,2,2,2,2,2,2,2,0,1,2,1,1,1,1,1
12,1,0,0,0,4,3,0,1,0,0,1,1,0,0,0,1,2,2,0,2,0,0,1
13,1,0,1,1,4,1,0,1,0,0,1,1,2,2,1,1,1,0,1,1,0,0,2
13,1,1,0,1,2,4,1,1,1,0,1,1,0,2,0,1,1,0,1,1,0,0,2
10,1,0,0,1,3,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25,0,0,1,1,3,5,1,1,2,2,1,2,0,0,1,1,1,2,1,1,0,0,2
14,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,1,1,2,1,2,1,0,2
4,1,0,1,1,2,1,0,0,2,2,2,2,2,0,0,0,0,2,1,0,0,1,1
14,1,0,0,0,1,1,0,1,2,1,0,2,0,2,1,1,0,1,0,2,0,0,2
18,1,0,0,1,2,4,0,1,1,0,1,1,1,3,2,1,1,0,1,0,0,1,2
23,0,0,1,1,4,2,0,1,2,0,1,0,0,0,2,0,0,0,1,1,0,0,2
12,1,0,1,1,4,2,0,1,2,2,0,1,2,4,1,1,2,2,0,0,2,0,1
12,1,1,1,1,2,2,0,1,2,1,2,2,0,0,1,1,1,2,0,0,2,0,1
18,1,0,1,1,2,1,0,0,1,2,1,1,0,2,1,1,1,2,1,2,2,0,2
11,1,0,1,1,4,1,1,1,2,2,2,1,2,0,2,1,1,0,1,0,1,0,1
18,1,0,1,0,3,5,0,0,0,0,2,2,0,2,0,0,1,1,1,1,0,0,2
8,1,0,0,1,0,2,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,0,1
14,1,0,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,0,2
16,1,0,1,1,4,5,0,1,2,2,1,1,0,1,2,2,0,0,1,1,1,0,2
28,0,0,0,0,0,1,1,1,1,2,1,1,0,0,2,1,0,0,1,1,1,0,2
7,1,0,1,1,4,2,0,0,2,2,1,1,2,0,0,1,1,0,1,1,0,0,1
